"","iid","id","gender","idg","condtn","wave","round","position","positin1","order","partner","pid","match","int_corr","samerace","age_o","race_o","pf_o_att","pf_o_sin","pf_o_int","pf_o_fun","pf_o_amb","pf_o_sha","dec_o","attr_o","sinc_o","intel_o","fun_o","amb_o","shar_o","like_o","prob_o","met_o","age","field","field_cd","undergra","mn_sat","tuition","race","imprace","imprelig","from","zipcode","income","goal","date","go_out","career","career_c","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","exphappy","expnum","attr1_1","sinc1_1","intel1_1","fun1_1","amb1_1","shar1_1","attr4_1","sinc4_1","intel4_1","fun4_1","amb4_1","shar4_1","attr2_1","sinc2_1","intel2_1","fun2_1","amb2_1","shar2_1","attr3_1","sinc3_1","fun3_1","intel3_1","amb3_1","attr5_1","sinc5_1","intel5_1","fun5_1","amb5_1","dec","attr","sinc","intel","fun","amb","shar","like","prob","met","match_es","attr1_s","sinc1_s","intel1_s","fun1_s","amb1_s","shar1_s","attr3_s","sinc3_s","intel3_s","fun3_s","amb3_s","satis_2","length","numdat_2","attr7_2","sinc7_2","intel7_2","fun7_2","amb7_2","shar7_2","attr1_2","sinc1_2","intel1_2","fun1_2","amb1_2","shar1_2","attr4_2","sinc4_2","intel4_2","fun4_2","amb4_2","shar4_2","attr2_2","sinc2_2","intel2_2","fun2_2","amb2_2","shar2_2","attr3_2","sinc3_2","intel3_2","fun3_2","amb3_2","attr5_2","sinc5_2","intel5_2","fun5_2","amb5_2","you_call","them_cal","date_3","numdat_3","num_in_3","attr1_3","sinc1_3","intel1_3","fun1_3","amb1_3","shar1_3","attr7_3","sinc7_3","intel7_3","fun7_3","amb7_3","shar7_3","attr4_3","sinc4_3","intel4_3","fun4_3","amb4_3","shar4_3","attr2_3","sinc2_3","intel2_3","fun2_3","amb2_3","shar2_3","attr3_3","sinc3_3","intel3_3","fun3_3","amb3_3","attr5_3","sinc5_3","intel5_3","fun5_3","amb5_3"
"2064",152,11,0,21,2,7,16,12,12,1,8,165,1,0.62,0,30,2,16.67,12.5,20.83,18.75,12.5,18.75,1,8,9,10,5,9,5,7,4,2,27,"Political Science",13,,,,4,2,3,"China","0",,1,4,3,"professor",2,4,1,4,8,9,8,5,5,7,10,5,9,10,9,9,7,1,5,,14,20,20,14,18,14,7,9,7,7,7,5,24.32,13.51,13.51,24.32,8.11,16.22,7,9,8,10,8,,,,,,1,8,8,7,8,8,9,9,6,0,1,,,,,,,,,,,,4,3,3,,,,,,,16.67,18.75,18.75,14.58,16.67,14.58,6,9,7,8,7,6,23.26,13.95,16.28,20.93,11.63,13.95,8,7,9,8,8,,,,,,0,1,0,,,15.22,17.39,17.39,15.22,17.39,17.39,,,,,,,8,9,6,8,8,5,9,6,8,8,5,,7,8,9,9,8,,,,,
"2065",152,11,0,21,2,7,16,12,12,11,9,166,0,0.28,0,26,6,27.78,19.44,19.44,27.78,2.78,2.78,0,8,8,,5,,,7,4,2,27,"Political Science",13,,,,4,2,3,"China","0",,1,4,3,"professor",2,4,1,4,8,9,8,5,5,7,10,5,9,10,9,9,7,1,5,,14,20,20,14,18,14,7,9,7,7,7,5,24.32,13.51,13.51,24.32,8.11,16.22,7,9,8,10,8,,,,,,0,5,5,6,5,,7,5,4,0,1,,,,,,,,,,,,4,3,3,,,,,,,16.67,18.75,18.75,14.58,16.67,14.58,6,9,7,8,7,6,23.26,13.95,16.28,20.93,11.63,13.95,8,7,9,8,8,,,,,,0,1,0,,,15.22,17.39,17.39,15.22,17.39,17.39,,,,,,,8,9,6,8,8,5,9,6,8,8,5,,7,8,9,9,8,,,,,
"2066",152,11,0,21,2,7,16,12,12,3,10,167,1,-0.17,0,23,2,18.6,13.95,18.6,16.28,16.28,16.28,1,7,8,8,6,5,3,7,5,2,27,"Political Science",13,,,,4,2,3,"China","0",,1,4,3,"professor",2,4,1,4,8,9,8,5,5,7,10,5,9,10,9,9,7,1,5,,14,20,20,14,18,14,7,9,7,7,7,5,24.32,13.51,13.51,24.32,8.11,16.22,7,9,8,10,8,,,,,,1,7,9,8,8,8,7,,8,0,1,,,,,,,,,,,,4,3,3,,,,,,,16.67,18.75,18.75,14.58,16.67,14.58,6,9,7,8,7,6,23.26,13.95,16.28,20.93,11.63,13.95,8,7,9,8,8,,,,,,0,1,0,,,15.22,17.39,17.39,15.22,17.39,17.39,,,,,,,8,9,6,8,8,5,9,6,8,8,5,,7,8,9,9,8,,,,,
"2067",152,11,0,21,2,7,16,12,12,14,11,168,0,0.22,1,23,4,11.11,17.78,17.78,17.78,17.78,17.78,1,7,7,7,7,7,6,7,7,2,27,"Political Science",13,,,,4,2,3,"China","0",,1,4,3,"professor",2,4,1,4,8,9,8,5,5,7,10,5,9,10,9,9,7,1,5,,14,20,20,14,18,14,7,9,7,7,7,5,24.32,13.51,13.51,24.32,8.11,16.22,7,9,8,10,8,,,,,,0,4,7,7,6,7,5,6,7,0,1,,,,,,,,,,,,4,3,3,,,,,,,16.67,18.75,18.75,14.58,16.67,14.58,6,9,7,8,7,6,23.26,13.95,16.28,20.93,11.63,13.95,8,7,9,8,8,,,,,,0,1,0,,,15.22,17.39,17.39,15.22,17.39,17.39,,,,,,,8,9,6,8,8,5,9,6,8,8,5,,7,8,9,9,8,,,,,
"2068",152,11,0,21,2,7,16,12,12,8,12,169,0,0.07,0,28,2,17.78,20,17.78,15.56,15.56,13.33,0,10,9,8,7,8,6,8,8,2,27,"Political Science",13,,,,4,2,3,"China","0",,1,4,3,"professor",2,4,1,4,8,9,8,5,5,7,10,5,9,10,9,9,7,1,5,,14,20,20,14,18,14,7,9,7,7,7,5,24.32,13.51,13.51,24.32,8.11,16.22,7,9,8,10,8,,,,,,1,8,9,9,8,8,6,8,7,0,1,,,,,,,,,,,,4,3,3,,,,,,,16.67,18.75,18.75,14.58,16.67,14.58,6,9,7,8,7,6,23.26,13.95,16.28,20.93,11.63,13.95,8,7,9,8,8,,,,,,0,1,0,,,15.22,17.39,17.39,15.22,17.39,17.39,,,,,,,8,9,6,8,8,5,9,6,8,8,5,,7,8,9,9,8,,,,,
"2069",152,11,0,21,2,7,16,12,12,7,13,170,0,0.63,1,28,4,16.28,20.93,18.6,18.6,13.95,11.63,0,5,7,6,5,6,5,4,3,2,27,"Political Science",13,,,,4,2,3,"China","0",,1,4,3,"professor",2,4,1,4,8,9,8,5,5,7,10,5,9,10,9,9,7,1,5,,14,20,20,14,18,14,7,9,7,7,7,5,24.32,13.51,13.51,24.32,8.11,16.22,7,9,8,10,8,,,,,,0,4,6,7,6,8,,6,5,0,1,,,,,,,,,,,,4,3,3,,,,,,,16.67,18.75,18.75,14.58,16.67,14.58,6,9,7,8,7,6,23.26,13.95,16.28,20.93,11.63,13.95,8,7,9,8,8,,,,,,0,1,0,,,15.22,17.39,17.39,15.22,17.39,17.39,,,,,,,8,9,6,8,8,5,9,6,8,8,5,,7,8,9,9,8,,,,,
"2070",152,11,0,21,2,7,16,12,12,12,14,171,0,0.46,0,29,2,19.57,10.87,19.57,19.57,19.57,10.87,1,7,7,8,5,7,4,7,6,2,27,"Political Science",13,,,,4,2,3,"China","0",,1,4,3,"professor",2,4,1,4,8,9,8,5,5,7,10,5,9,10,9,9,7,1,5,,14,20,20,14,18,14,7,9,7,7,7,5,24.32,13.51,13.51,24.32,8.11,16.22,7,9,8,10,8,,,,,,0,6,7,8,8,,8,7,5,0,1,,,,,,,,,,,,4,3,3,,,,,,,16.67,18.75,18.75,14.58,16.67,14.58,6,9,7,8,7,6,23.26,13.95,16.28,20.93,11.63,13.95,8,7,9,8,8,,,,,,0,1,0,,,15.22,17.39,17.39,15.22,17.39,17.39,,,,,,,8,9,6,8,8,5,9,6,8,8,5,,7,8,9,9,8,,,,,
"2071",152,11,0,21,2,7,16,12,12,16,15,172,0,0.02,0,27,2,17.78,17.78,22.22,20,15.56,6.67,1,7,8,8,4,6,3,6,7,2,27,"Political Science",13,,,,4,2,3,"China","0",,1,4,3,"professor",2,4,1,4,8,9,8,5,5,7,10,5,9,10,9,9,7,1,5,,14,20,20,14,18,14,7,9,7,7,7,5,24.32,13.51,13.51,24.32,8.11,16.22,7,9,8,10,8,,,,,,0,6,8,7,8,9,,7,8,,1,,,,,,,,,,,,4,3,3,,,,,,,16.67,18.75,18.75,14.58,16.67,14.58,6,9,7,8,7,6,23.26,13.95,16.28,20.93,11.63,13.95,8,7,9,8,8,,,,,,0,1,0,,,15.22,17.39,17.39,15.22,17.39,17.39,,,,,,,8,9,6,8,8,5,9,6,8,8,5,,7,8,9,9,8,,,,,
"2072",152,11,0,21,2,7,16,12,12,13,16,173,0,-0.15,0,22,2,18.37,18.37,20.41,20.41,16.33,6.12,0,5,5,5,5,5,5,5,3,2,27,"Political Science",13,,,,4,2,3,"China","0",,1,4,3,"professor",2,4,1,4,8,9,8,5,5,7,10,5,9,10,9,9,7,1,5,,14,20,20,14,18,14,7,9,7,7,7,5,24.32,13.51,13.51,24.32,8.11,16.22,7,9,8,10,8,,,,,,0,5,8,8,6,7,7,7,7,0,1,,,,,,,,,,,,4,3,3,,,,,,,16.67,18.75,18.75,14.58,16.67,14.58,6,9,7,8,7,6,23.26,13.95,16.28,20.93,11.63,13.95,8,7,9,8,8,,,,,,0,1,0,,,15.22,17.39,17.39,15.22,17.39,17.39,,,,,,,8,9,6,8,8,5,9,6,8,8,5,,7,8,9,9,8,,,,,
"2073",153,12,0,23,2,7,16,11,11,3,1,158,0,0.22,0,23,2,19.05,19.05,19.05,19.05,9.52,14.29,1,7,9,8,6,7,6,7,5,2,28,"Modern Chinese Literature",7,,,,4,1,1,"China","136,300",,2,6,3,"professor",2,8,5,7,7,7,6,6,5,7,10,6,7,9,7,7,8,5,6,,9.76,19.51,19.51,14.63,19.51,17.07,7,8,8,8,8,7,23.53,17.65,14.71,14.71,14.71,14.71,7,7,6,7,6,,,,,,0,6,6,8,6,,,5,5,0,4,16.28,16.28,18.6,13.95,18.6,16.28,7,7,7,7,7,5,1,3,,,,,,,13.95,16.28,18.6,16.28,18.6,16.28,7,7,8,7,8,7,20.51,17.95,15.38,15.38,15.38,15.38,7,7,7,7,7,,,,,,0,2,1,1,,11.9,16.67,19.05,16.67,19.05,16.67,,,,,,,7,7,7,6,8,6,9,7,5,6,5,,7,7,8,7,7,,,,,
"2074",153,12,0,23,2,7,16,11,11,4,2,159,1,0.44,0,28,2,15.91,20.45,20.45,20.45,11.36,11.36,1,7,7,7,6,6,5,7,8,2,28,"Modern Chinese Literature",7,,,,4,1,1,"China","136,300",,2,6,3,"professor",2,8,5,7,7,7,6,6,5,7,10,6,7,9,7,7,8,5,6,,9.76,19.51,19.51,14.63,19.51,17.07,7,8,8,8,8,7,23.53,17.65,14.71,14.71,14.71,14.71,7,7,6,7,6,,,,,,1,5,5,6,8,,5,5,5,0,4,16.28,16.28,18.6,13.95,18.6,16.28,7,7,7,7,7,5,1,3,,,,,,,13.95,16.28,18.6,16.28,18.6,16.28,7,7,8,7,8,7,20.51,17.95,15.38,15.38,15.38,15.38,7,7,7,7,7,,,,,,0,2,1,1,,11.9,16.67,19.05,16.67,19.05,16.67,,,,,,,7,7,7,6,8,6,9,7,5,6,5,,7,7,8,7,7,,,,,
"2075",153,12,0,23,2,7,16,11,11,9,3,160,0,0.3,0,29,1,16,18,18,18,14,16,0,7,9,8,6,7,2,4,4,2,28,"Modern Chinese Literature",7,,,,4,1,1,"China","136,300",,2,6,3,"professor",2,8,5,7,7,7,6,6,5,7,10,6,7,9,7,7,8,5,6,,9.76,19.51,19.51,14.63,19.51,17.07,7,8,8,8,8,7,23.53,17.65,14.71,14.71,14.71,14.71,7,7,6,7,6,,,,,,0,5,6,6,6,6,,5,5,0,4,16.28,16.28,18.6,13.95,18.6,16.28,7,7,7,7,7,5,1,3,,,,,,,13.95,16.28,18.6,16.28,18.6,16.28,7,7,8,7,8,7,20.51,17.95,15.38,15.38,15.38,15.38,7,7,7,7,7,,,,,,0,2,1,1,,11.9,16.67,19.05,16.67,19.05,16.67,,,,,,,7,7,7,6,8,6,9,7,5,6,5,,7,7,8,7,7,,,,,
"2076",153,12,0,23,2,7,16,11,11,5,4,161,0,0.2,0,22,2,16.67,18.75,18.75,18.75,18.75,8.33,0,7,9,6,6,5,3,5,3,2,28,"Modern Chinese Literature",7,,,,4,1,1,"China","136,300",,2,6,3,"professor",2,8,5,7,7,7,6,6,5,7,10,6,7,9,7,7,8,5,6,,9.76,19.51,19.51,14.63,19.51,17.07,7,8,8,8,8,7,23.53,17.65,14.71,14.71,14.71,14.71,7,7,6,7,6,,,,,,1,7,7,7,7,,6,5,5,0,4,16.28,16.28,18.6,13.95,18.6,16.28,7,7,7,7,7,5,1,3,,,,,,,13.95,16.28,18.6,16.28,18.6,16.28,7,7,8,7,8,7,20.51,17.95,15.38,15.38,15.38,15.38,7,7,7,7,7,,,,,,0,2,1,1,,11.9,16.67,19.05,16.67,19.05,16.67,,,,,,,7,7,7,6,8,6,9,7,5,6,5,,7,7,8,7,7,,,,,
"2077",153,12,0,23,2,7,16,11,11,14,5,162,0,0.3,1,27,4,15.22,15.22,19.57,17.39,13.04,19.57,0,5,7,6,3,7,3,4,3,2,28,"Modern Chinese Literature",7,,,,4,1,1,"China","136,300",,2,6,3,"professor",2,8,5,7,7,7,6,6,5,7,10,6,7,9,7,7,8,5,6,,9.76,19.51,19.51,14.63,19.51,17.07,7,8,8,8,8,7,23.53,17.65,14.71,14.71,14.71,14.71,7,7,6,7,6,,,,,,1,5,5,7,6,7,6,5,5,0,4,16.28,16.28,18.6,13.95,18.6,16.28,7,7,7,7,7,5,1,3,,,,,,,13.95,16.28,18.6,16.28,18.6,16.28,7,7,8,7,8,7,20.51,17.95,15.38,15.38,15.38,15.38,7,7,7,7,7,,,,,,0,2,1,1,,11.9,16.67,19.05,16.67,19.05,16.67,,,,,,,7,7,7,6,8,6,9,7,5,6,5,,7,7,8,7,7,,,,,
"2078",153,12,0,23,2,7,16,11,11,1,6,163,1,0.49,0,26,2,12,20,20,20,16,12,1,8,10,8,8,8,6,8,5,2,28,"Modern Chinese Literature",7,,,,4,1,1,"China","136,300",,2,6,3,"professor",2,8,5,7,7,7,6,6,5,7,10,6,7,9,7,7,8,5,6,,9.76,19.51,19.51,14.63,19.51,17.07,7,8,8,8,8,7,23.53,17.65,14.71,14.71,14.71,14.71,7,7,6,7,6,,,,,,1,8,8,8,8,6,7,8,7,0,4,16.28,16.28,18.6,13.95,18.6,16.28,7,7,7,7,7,5,1,3,,,,,,,13.95,16.28,18.6,16.28,18.6,16.28,7,7,8,7,8,7,20.51,17.95,15.38,15.38,15.38,15.38,7,7,7,7,7,,,,,,0,2,1,1,,11.9,16.67,19.05,16.67,19.05,16.67,,,,,,,7,7,7,6,8,6,9,7,5,6,5,,7,7,8,7,7,,,,,
"2079",153,12,0,23,2,7,16,11,11,8,7,164,0,0.35,0,27,2,20.51,23.08,20.51,17.95,2.56,15.38,0,7,8,8,6,,6,7,4,2,28,"Modern Chinese Literature",7,,,,4,1,1,"China","136,300",,2,6,3,"professor",2,8,5,7,7,7,6,6,5,7,10,6,7,9,7,7,8,5,6,,9.76,19.51,19.51,14.63,19.51,17.07,7,8,8,8,8,7,23.53,17.65,14.71,14.71,14.71,14.71,7,7,6,7,6,,,,,,1,6,6,7,7,,6,7,6,0,4,16.28,16.28,18.6,13.95,18.6,16.28,7,7,7,7,7,5,1,3,,,,,,,13.95,16.28,18.6,16.28,18.6,16.28,7,7,8,7,8,7,20.51,17.95,15.38,15.38,15.38,15.38,7,7,7,7,7,,,,,,0,2,1,1,,11.9,16.67,19.05,16.67,19.05,16.67,,,,,,,7,7,7,6,8,6,9,7,5,6,5,,7,7,8,7,7,,,,,
"2080",153,12,0,23,2,7,16,11,11,16,8,165,0,0.51,0,30,2,16.67,12.5,20.83,18.75,12.5,18.75,0,7,8,8,6,7,5,5,5,2,28,"Modern Chinese Literature",7,,,,4,1,1,"China","136,300",,2,6,3,"professor",2,8,5,7,7,7,6,6,5,7,10,6,7,9,7,7,8,5,6,,9.76,19.51,19.51,14.63,19.51,17.07,7,8,8,8,8,7,23.53,17.65,14.71,14.71,14.71,14.71,7,7,6,7,6,,,,,,0,5,5,5,5,,6,5,5,0,4,16.28,16.28,18.6,13.95,18.6,16.28,7,7,7,7,7,5,1,3,,,,,,,13.95,16.28,18.6,16.28,18.6,16.28,7,7,8,7,8,7,20.51,17.95,15.38,15.38,15.38,15.38,7,7,7,7,7,,,,,,0,2,1,1,,11.9,16.67,19.05,16.67,19.05,16.67,,,,,,,7,7,7,6,8,6,9,7,5,6,5,,7,7,8,7,7,,,,,
"2081",153,12,0,23,2,7,16,11,11,10,9,166,0,0.49,0,26,6,27.78,19.44,19.44,27.78,2.78,2.78,0,6,7,7,4,,,5,2,2,28,"Modern Chinese Literature",7,,,,4,1,1,"China","136,300",,2,6,3,"professor",2,8,5,7,7,7,6,6,5,7,10,6,7,9,7,7,8,5,6,,9.76,19.51,19.51,14.63,19.51,17.07,7,8,8,8,8,7,23.53,17.65,14.71,14.71,14.71,14.71,7,7,6,7,6,,,,,,0,4,4,5,4,,,4,4,0,4,16.28,16.28,18.6,13.95,18.6,16.28,7,7,7,7,7,5,1,3,,,,,,,13.95,16.28,18.6,16.28,18.6,16.28,7,7,8,7,8,7,20.51,17.95,15.38,15.38,15.38,15.38,7,7,7,7,7,,,,,,0,2,1,1,,11.9,16.67,19.05,16.67,19.05,16.67,,,,,,,7,7,7,6,8,6,9,7,5,6,5,,7,7,8,7,7,,,,,
"2082",153,12,0,23,2,7,16,11,11,2,10,167,0,0.05,0,23,2,18.6,13.95,18.6,16.28,16.28,16.28,0,4,8,6,5,6,4,4,2,2,28,"Modern Chinese Literature",7,,,,4,1,1,"China","136,300",,2,6,3,"professor",2,8,5,7,7,7,6,6,5,7,10,6,7,9,7,7,8,5,6,,9.76,19.51,19.51,14.63,19.51,17.07,7,8,8,8,8,7,23.53,17.65,14.71,14.71,14.71,14.71,7,7,6,7,6,,,,,,1,5,6,7,7,,5,5,5,0,4,16.28,16.28,18.6,13.95,18.6,16.28,7,7,7,7,7,5,1,3,,,,,,,13.95,16.28,18.6,16.28,18.6,16.28,7,7,8,7,8,7,20.51,17.95,15.38,15.38,15.38,15.38,7,7,7,7,7,,,,,,0,2,1,1,,11.9,16.67,19.05,16.67,19.05,16.67,,,,,,,7,7,7,6,8,6,9,7,5,6,5,,7,7,8,7,7,,,,,
"2083",153,12,0,23,2,7,16,11,11,13,11,168,0,0.2,1,23,4,11.11,17.78,17.78,17.78,17.78,17.78,0,7,7,7,6,6,5,6,7,2,28,"Modern Chinese Literature",7,,,,4,1,1,"China","136,300",,2,6,3,"professor",2,8,5,7,7,7,6,6,5,7,10,6,7,9,7,7,8,5,6,,9.76,19.51,19.51,14.63,19.51,17.07,7,8,8,8,8,7,23.53,17.65,14.71,14.71,14.71,14.71,7,7,6,7,6,,,,,,1,5,6,6,6,,,6,7,0,4,16.28,16.28,18.6,13.95,18.6,16.28,7,7,7,7,7,5,1,3,,,,,,,13.95,16.28,18.6,16.28,18.6,16.28,7,7,8,7,8,7,20.51,17.95,15.38,15.38,15.38,15.38,7,7,7,7,7,,,,,,0,2,1,1,,11.9,16.67,19.05,16.67,19.05,16.67,,,,,,,7,7,7,6,8,6,9,7,5,6,5,,7,7,8,7,7,,,,,
"2084",153,12,0,23,2,7,16,11,11,7,12,169,0,0.12,0,28,2,17.78,20,17.78,15.56,15.56,13.33,0,9,10,8,7,8,6,8,8,2,28,"Modern Chinese Literature",7,,,,4,1,1,"China","136,300",,2,6,3,"professor",2,8,5,7,7,7,6,6,5,7,10,6,7,9,7,7,8,5,6,,9.76,19.51,19.51,14.63,19.51,17.07,7,8,8,8,8,7,23.53,17.65,14.71,14.71,14.71,14.71,7,7,6,7,6,,,,,,1,7,7,7,7,,6,7,6,0,4,16.28,16.28,18.6,13.95,18.6,16.28,7,7,7,7,7,5,1,3,,,,,,,13.95,16.28,18.6,16.28,18.6,16.28,7,7,8,7,8,7,20.51,17.95,15.38,15.38,15.38,15.38,7,7,7,7,7,,,,,,0,2,1,1,,11.9,16.67,19.05,16.67,19.05,16.67,,,,,,,7,7,7,6,8,6,9,7,5,6,5,,7,7,8,7,7,,,,,
"2085",153,12,0,23,2,7,16,11,11,6,13,170,0,0.36,1,28,4,16.28,20.93,18.6,18.6,13.95,11.63,1,5,7,7,6,5,7,6,5,2,28,"Modern Chinese Literature",7,,,,4,1,1,"China","136,300",,2,6,3,"professor",2,8,5,7,7,7,6,6,5,7,10,6,7,9,7,7,8,5,6,,9.76,19.51,19.51,14.63,19.51,17.07,7,8,8,8,8,7,23.53,17.65,14.71,14.71,14.71,14.71,7,7,6,7,6,,,,,,0,5,5,7,5,,4,4,4,0,4,16.28,16.28,18.6,13.95,18.6,16.28,7,7,7,7,7,5,1,3,,,,,,,13.95,16.28,18.6,16.28,18.6,16.28,7,7,8,7,8,7,20.51,17.95,15.38,15.38,15.38,15.38,7,7,7,7,7,,,,,,0,2,1,1,,11.9,16.67,19.05,16.67,19.05,16.67,,,,,,,7,7,7,6,8,6,9,7,5,6,5,,7,7,8,7,7,,,,,
"2086",153,12,0,23,2,7,16,11,11,11,14,171,1,0.78,0,29,2,19.57,10.87,19.57,19.57,19.57,10.87,1,6,8,8,6,7,4,6,7,2,28,"Modern Chinese Literature",7,,,,4,1,1,"China","136,300",,2,6,3,"professor",2,8,5,7,7,7,6,6,5,7,10,6,7,9,7,7,8,5,6,,9.76,19.51,19.51,14.63,19.51,17.07,7,8,8,8,8,7,23.53,17.65,14.71,14.71,14.71,14.71,7,7,6,7,6,,,,,,1,6,6,7,7,7,,5,5,0,4,16.28,16.28,18.6,13.95,18.6,16.28,7,7,7,7,7,5,1,3,,,,,,,13.95,16.28,18.6,16.28,18.6,16.28,7,7,8,7,8,7,20.51,17.95,15.38,15.38,15.38,15.38,7,7,7,7,7,,,,,,0,2,1,1,,11.9,16.67,19.05,16.67,19.05,16.67,,,,,,,7,7,7,6,8,6,9,7,5,6,5,,7,7,8,7,7,,,,,
"2087",153,12,0,23,2,7,16,11,11,15,15,172,0,0.29,0,27,2,17.78,17.78,22.22,20,15.56,6.67,0,4,6,8,2,,1,4,5,2,28,"Modern Chinese Literature",7,,,,4,1,1,"China","136,300",,2,6,3,"professor",2,8,5,7,7,7,6,6,5,7,10,6,7,9,7,7,8,5,6,,9.76,19.51,19.51,14.63,19.51,17.07,7,8,8,8,8,7,23.53,17.65,14.71,14.71,14.71,14.71,7,7,6,7,6,,,,,,1,6,5,6,6,7,,6,5,0,4,16.28,16.28,18.6,13.95,18.6,16.28,7,7,7,7,7,5,1,3,,,,,,,13.95,16.28,18.6,16.28,18.6,16.28,7,7,8,7,8,7,20.51,17.95,15.38,15.38,15.38,15.38,7,7,7,7,7,,,,,,0,2,1,1,,11.9,16.67,19.05,16.67,19.05,16.67,,,,,,,7,7,7,6,8,6,9,7,5,6,5,,7,7,8,7,7,,,,,
"2088",153,12,0,23,2,7,16,11,11,12,16,173,0,0.12,0,22,2,18.37,18.37,20.41,20.41,16.33,6.12,0,5,5,5,5,5,5,5,3,2,28,"Modern Chinese Literature",7,,,,4,1,1,"China","136,300",,2,6,3,"professor",2,8,5,7,7,7,6,6,5,7,10,6,7,9,7,7,8,5,6,,9.76,19.51,19.51,14.63,19.51,17.07,7,8,8,8,8,7,23.53,17.65,14.71,14.71,14.71,14.71,7,7,6,7,6,,,,,,0,5,5,6,6,,,5,5,0,4,16.28,16.28,18.6,13.95,18.6,16.28,7,7,7,7,7,5,1,3,,,,,,,13.95,16.28,18.6,16.28,18.6,16.28,7,7,8,7,8,7,20.51,17.95,15.38,15.38,15.38,15.38,7,7,7,7,7,,,,,,0,2,1,1,,11.9,16.67,19.05,16.67,19.05,16.67,,,,,,,7,7,7,6,8,6,9,7,5,6,5,,7,7,8,7,7,,,,,
"2089",154,13,0,25,2,7,16,15,15,7,1,158,0,-0.26,1,23,2,19.05,19.05,19.05,19.05,9.52,14.29,1,9,9,7,8,7,6,8,4,2,27,"MBA",8,,,,2,8,3,"NYC","22,066",,6,4,1,"finance",7,10,7,8,8,6,6,6,1,6,8,7,7,8,6,6,3,2,7,,15.38,17.31,17.31,17.31,17.31,15.38,9,9,9,9,9,9,16.67,16.67,16.67,16.67,16.67,16.67,8,9,9,9,9,,,,,,0,5,8,10,5,8,7,5,5,0,,16,18,18,18,18,12,8,9,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,2,,15.38,17.31,17.31,17.31,17.31,15.38,,,,,,,9,9,9,9,9,9,9,9,9,9,9,,8,9,9,9,9,,,,,
"2090",154,13,0,25,2,7,16,15,15,8,2,159,0,0.46,1,28,2,15.91,20.45,20.45,20.45,11.36,11.36,1,7,8,7,7,8,6,7,6,2,27,"MBA",8,,,,2,8,3,"NYC","22,066",,6,4,1,"finance",7,10,7,8,8,6,6,6,1,6,8,7,7,8,6,6,3,2,7,,15.38,17.31,17.31,17.31,17.31,15.38,9,9,9,9,9,9,16.67,16.67,16.67,16.67,16.67,16.67,8,9,9,9,9,,,,,,0,6,8,9,8,9,5,7,5,0,,16,18,18,18,18,12,8,9,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,2,,15.38,17.31,17.31,17.31,17.31,15.38,,,,,,,9,9,9,9,9,9,9,9,9,9,9,,8,9,9,9,9,,,,,
"2091",154,13,0,25,2,7,16,15,15,13,3,160,0,0.57,0,29,1,16,18,18,18,14,16,1,8,8,8,7,8,7,7,5,2,27,"MBA",8,,,,2,8,3,"NYC","22,066",,6,4,1,"finance",7,10,7,8,8,6,6,6,1,6,8,7,7,8,6,6,3,2,7,,15.38,17.31,17.31,17.31,17.31,15.38,9,9,9,9,9,9,16.67,16.67,16.67,16.67,16.67,16.67,8,9,9,9,9,,,,,,0,9,9,9,9,9,9,8,5,1,,16,18,18,18,18,12,8,9,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,2,,15.38,17.31,17.31,17.31,17.31,15.38,,,,,,,9,9,9,9,9,9,9,9,9,9,9,,8,9,9,9,9,,,,,
"2092",154,13,0,25,2,7,16,15,15,9,4,161,1,0.51,1,22,2,16.67,18.75,18.75,18.75,18.75,8.33,1,9,9,8,9,7,6,8,8,2,27,"MBA",8,,,,2,8,3,"NYC","22,066",,6,4,1,"finance",7,10,7,8,8,6,6,6,1,6,8,7,7,8,6,6,3,2,7,,15.38,17.31,17.31,17.31,17.31,15.38,9,9,9,9,9,9,16.67,16.67,16.67,16.67,16.67,16.67,8,9,9,9,9,,,,,,1,10,8,9,9,8,6,8,5,0,,16,18,18,18,18,12,8,9,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,2,,15.38,17.31,17.31,17.31,17.31,15.38,,,,,,,9,9,9,9,9,9,9,9,9,9,9,,8,9,9,9,9,,,,,
